"0","(summary(dfweather))"
"1","         date     "
"1","  temperature     "
"1","   windSpeed       "
"1","
"
"1"," 1995-01-01:   1  "
"1"," Min.   :-79.347  "
"1"," Min.   :  0.0000  "
"1","
"
"1"," 1995-01-02:   1  "
"1"," 1st Qu.:  3.254  "
"1"," 1st Qu.:  0.5943  "
"1","
"
"1"," 1995-01-03:   1  "
"1"," Median : 10.486  "
"1"," Median :  1.4760  "
"1","
"
"1"," 1995-01-04:   1  "
"1"," Mean   : 19.533  "
"1"," Mean   :  3.8035  "
"1","
"
"1"," 1995-01-05:   1  "
"1"," 3rd Qu.: 17.463  "
"1"," 3rd Qu.:  2.9416  "
"1","
"
"1"," 1995-01-06:   1  "
"1"," Max.   :489.308  "
"1"," Max.   :237.1457  "
"1","
"
"1"," (Other)   :7665  "
"1","                  "
"1","                   "
"1","
"
"1"," precipitation    "
"1","
"
"1"," Min.   :  0.000  "
"1","
"
"1"," 1st Qu.:  1.658  "
"1","
"
"1"," Median :  3.631  "
"1","
"
"1"," Mean   :  7.920  "
"1","
"
"1"," 3rd Qu.:  6.479  "
"1","
"
"1"," Max.   :288.436  "
"1","
"
"1","                  "
"1","
"
"0","# Analysing data types"
"0","(str(dfweather))"
"1","'data.frame':	"
"1","7671"
"1"," obs. of  "
"1","4"
"1"," variable"
"1","s"
"1",":"
"1","
"
"1"," "
"1","$ "
"1","date         "
"1",":"
"1"," Factor w/ 7671 levels ""1995-01-01"",""1995-01-02"",..: "
"1","1 2 3 4 5 6 7 8 9 10"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","temperature  "
"1",":"
"1"," num  "
"1","0.186 2.094 0.242 1.735 -3.545"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","windSpeed    "
"1",":"
"1"," num  "
"1","3.153 0.983 2.429 0.606 0.256"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","precipitation"
"1",":"
"1"," num  "
"1","4.09 1.43 4.2 11.87 4.96"
"1"," ..."
"1","
"
"1","NULL
"
